Cler_surn	Cler_fore
Atherton	William
Athill	Joannes
Athill	Johannes
Athill	William
Athorp	Francis
Athow	Christopher
Athow	Christopherus
Athow	Henricus
Athow	Henry
Athow	Robert
Athrop	John
Athrope	John
Athwyke	Johannem
Atinshall	Robertus
Atkey	Alexandr
Atkins	Alexander
Atkins	David
Atkins	Francis
Atkins	Franciscus
Atkins	Henry
Atkins	Hugh
Atkins	Hugo
Atkins	James
Atkins	John
Atkins	Philip
Atkins	Robert
Atkins	Thomas
Atkins	William
Atkinson	Abrahamus
Atkinson	Arthurus
Atkinson	Christopher
Atkinson	Christopherum
Atkinson	Edward
Atkinson	Francis
Atkinson	George
Atkinson	Georgius
Atkinson	Gilbert
Atkinson	Gilbertus
Atkinson	Gulielmus
Atkinson	Henricus
Atkinson	Henry
Atkinson	Isaac
Atkinson	Isaake
Atkinson	Johannes
Atkinson	John
Atkinson	John Breeks
Atkinson	John Wilson
Atkinson	Johnathan
Atkinson	Miles
Atkinson	Nathanael
Atkinson	Nathaniel
Atkinson	Petrus
Atkinson	Richard
Atkinson	Richardus
Atkinson	Rob
Atkinson	Thomas
Atkinson	Thomas Dinham
Atkinson	Thomas Dinkam
Atkinson	William
Atkinson	William Arthur
Atkinson	Willyam
Atkinson	Worsopp
Atkinson	Worsopus
Atkyns	Richard
Atkynson	Thomas
Atley	Radulphus
Attelsey	Guilielmus
Atterbury	Francis
Atterbury	Franciscus
Atterbury	Lewis
Atterbury	Ludovicus
Atterbury	Osborne
Atterburye	Francis
Attersoll	William
Atthill	Edward
Atthill	Johannes
Atthill	William
Attlay	Stephen Oakeley
Attlesey	Philip
Attlesey	Phillip
Atton	Georgius
Attwell	Charles
Attwodde	Henricus
Attwood	George
Attwood	John
Attwood	Richard
Atwell	Joseph
Atwill	Johannes
Atwill	Johes
Atwill	John
Atwood	Edmundus
Atwood	Edward
Atwood	George
Atwood	Georgius
Atwood	Gualterus
Atwood	Henry
Atwood	Johannes
Atwood	John
Atwood	kinge
Atwood	Samuel
Atwood	Thomas
Atwwod	Georgius
Auber	John
Aubery	Edmund
Aubery	Edmund
Aubery	Samuel
