Cler_surn	Cler_fore
Campe	John
Campion	Thomas
Campion	William Henry
Camplin	James
Camplin	John
Cane	Robert
Cane	Robet
Canham	Joh
Canham	Robert
Cannon	Nath
Capel	William Robert
Capell	Gamaliel
Capell	Mosi
Cardale	George
Cardew	Cornelius
Cardew	John Haydon
Carew	Mathew
Carew	Theodore
Carew	Thomas
Carewe	Reginald
Carey	Valentin
Carey	Valentine
Carey	William
Carier	Beniaminus
Carleton	Bell
Carleton	Geo
Carleton	George
Carleton	Guy
Carleton	Hugh Casement
Carleton	John
Carliell	Laurent
Carlyon	Thomas
Carne	Charles
Carne	Thomas
Carpenter	Gulielmus
Carpenter	Henry
Carpenter	John
Carpenter	Ric
Carpenter	Thomas
Carpinter	Robert
Carr	John
Carr	Marco
Carr	Mark
Carr	Rafe
Carr	Robert James
Carr	Robertus
Carr	Samuel
Carr	Thomas
Carr	Will
Carr	William
Carre	Thomas
Carre	Will
Carrington	Godfridus
Carrington	James
Carrington	William
Carryer	Ric
Carryer	Robert
Carse	John
Carte	John
Carte	Samuel
Carter	Bartholomeus
Carter	Edmund
Carter	Edward
Carter	Georgius
Carter	Joh
Carter	John
Carter	Nicholas
Carter	Robert
Carter	Thomas
Carteret	Elias
Cartwright	Edmund
Cartwright	Edmundus
Cartwright	Joannes
Cartwright	Thomas
Carver	John
Carwardin	Thomas
Carwardine	Thomas
Cary	Francis-Henry
Cary	George
Cary	Thomas
Cary	William
Caryan	Timothy
Caryll	Timothy
Casaubon	Mercike
Casaubon	Merick
Casberd	John  Thomas
Case	Thomas
Casperd	John Thomas
Casson	Samuel
Casson	William
Castell	Robert
Castilion	John
Castleton	Andr
Caston	Edmund
Catelyn	Will
Catelyn	William
Cathcart	Archibald Hamilton
Catherall	Samuel
Caudrey	Zacharie
Cautley	Richard
Cave	John
Cave	William
Cavicke	Thomas
Cawdrie	Zacharie
Cawley	John
Cayley	William
Cecil	Charles
Cecill	Thomas
Cesar	Henr
Chaderton	Joseph
Chadwick	Joh
Chadwick	Valentine
Chafin	William
Chafy	John
Challice	Roger
Challis	Martin
Chalmers	Henry
Chaloner	John
Chamber	Anthon
Chamber	Anthony
Chamber	Ric
Chamberlaine	Timothy
Chamberlayne	Thomas
Chambers	James
Chambers	Robertus
Chambers	Thomas
Champante	Henry
Chandler	Edward
Chandler	John Flutter
Channing	Abraham
Chaplin	Edward
Chaplin	William
Chapman	Alex
Chapman	Edward
Chapman	Joh
Chapman	John
Chapman	Marmaduc
Chapman	Math
Chapman	Robert
Chapman	Walter
Chappell	Edward
Chappell	Joh
Chappell	John
Chappelow	Leonard
Charleton	Alanus
Charleton	Gualt
Charlett	Joh
Charlton	Francis
Chartres	James
Charus	Willmus
Chase	Gamaliel
Chase	Gamoliel
Chase	John
Chase	Richard
Chase	Rico
Chasm	Thomas
Chatfield	Henry
Chatfield	John
Chauncey	Angel
Chaundeler	Richardus
Chaundler	Edmund
Chaunler	Robert
Cheales	William
Cheap	Andrew
Chedle	Rowlande
Cheek	Robert
Chesshire	Ric
Chester	Peter
Chetle	William
Chetwode	Phillip
Chetwood	Knightley
Cheynell	Henry
Chiderley	Joh
Chilcot	Christopher
Chilcott	Joseph
Child	Edward
Child	Georg
Child	George
Child	John
Chimley	Theophil
Cholmeley	Hugh
Cholmeley	Hugon
Cholmley	Hugo
Cholmondeley	Hugh
Cholmondeley	Robert
Cholwell	Nicholas
Cholwich	Samuel
Chonden	Johes
Chowney	Nicholas
Christmas	James
Christopherson	John
Church	Richard
Churchey	George
Churchman	Ric
Claget	Nicolas
Clagett	Nicholas
Clapham	Paul
Clapham	Samuel
Clare	Andrew
Clare	Claudius
Clare	Thomas
Clare	Thomas George
Clark	John
Clark	Thomas
Clark	Wilfrid
Clarke	Anthony
Clarke	Christopher
Clarke	Edward
Clarke	Edward Daniel
Clarke	Gabriel
Clarke	George
Clarke	Georgius
Clarke	James Stanier
Clarke	Joh
Clarke	Leonard
Clarke	Ric
