Cler_surn	Cler_fore
Aldus	Williamus
Aldus	Williamus
Aldwin	Johannes
Aldworth	Gulielmus
Aldworth	Gulielmus
Aldworth	Johannes
Aldworth	Johannes
Aldworth	Nathaniel
Aldworth	Nathaniell
Aldworth	William
Aldye	Edwardus
Alecrofte	Johannes
Alen	Henricus
Alen	Henricus
Alen	Henricus
Alen	Henricus
Alen	Henricus
Alen	Henricus
Alen	Henricus
Alen	Henricus
Alen	Henricus
Alen	Thomas
Alen	Thomas
Alen	Thomas
Alen	Thomas
Alen	Thomas
Alen	Willelmus
Alens	Hugh
Alenson	Johannes
Alenson	Marmaduke
Alenson	Marmaduke
Alensonne	Johannes
Alexander	Beniamin
Alexander	Daniel
Alexander	Daniel
Alexander	James Wadham
Alexander	James Wadman
Alexander	Joannem
Alexander	Joannem
Alexander	Joannes
Alexander	Joannes
Alexander	Johannes
Alexander	John
Alexander	John
Alexander	John
Alexander	John
Alexander	John
Alexander	John
Alexander	John
Alexander	Joseph
Alexander	Joseph
Alexander	Josephum
Alexander	Josephum
Alexander	Josephus
Alexander	Josephus
Alexander	Martinum
Alexander	Matthias
Alexander	Matthias
Alexander	Mauritium
Alexander	Monsey
Alexander	Richardus
Alexander	Robertus
Alexander	Thomas
Alexander	William
Alexander	William
Aleyn	Egidius
Aleyn	Egidius
Aleyn	Thomas
Alford	Charles
Alford	Charles
Alford	Charolus
Alford	Georgius
Alford	Georgius
Alford	Henry
Alford	Henry
Alford	Henry
Alford	Henry
Alford	Johannes
Alford	Johannes
Alford	Melchisedecus
Alford	Robertus
Alford	Robertus
Alford	Samuel
Alford	Samuel
Alford	Samuel
Alford	Samuel
Alford	Theophilus
Alford	Thomas
Alford	Thomas
Alford	Thomas
Alford	Thomas
Alford	Thomas
Alford	Thomas
Alford	Walter
Alford	Walter
Alforde	Alexandrus
Alforde	Charolus
Alforde	Georgius
Alforde	Richardus
Alfrey	Mickefeare
Alfrey	Mickefeare
Algar	Joseph
Algar	Joseph
Alger	Daniel
Alger	Daniel
Alger	Richard
Alies	Nathaniel
Alingson	John
Alington	Henry
Alington	Henry
Alington	John
Alington	John
Alington	John
Alington	Marmaduke
Alington	Marmaduke
Alington	Richard Pye
Alington	William
Alington	William
Alinson	Petrus
Alinus	Thomas
Alison	Archibald
Alison	Archibald
Alker	Ebenezer Brown
Alkin	Johannes
Alkin	Johannes
Alkin	Simon
Alkin	Simon
Alkin	Simon
Alkin	Thomas
Alkin	Thomas
Alkin	Thomas Verrier
Alkinson	John Breeks
Alkinton	Johannes
Alkinton	Johannes
Allaley	William
Allaly	Robertus
Allaly	Robertus
Allam	Andreas
Allambrigge	Johannes
Allambrigge	Johannes
Allan	Hugh
Allan	Hugh
Allan	Johannes
Allan	Johannes
Allan	Lawrentius
Allanson	Cuthbert
